ParkName,Stars,SiteType,Facility_Area,Longtitude,Site,Reviews,Maximum_Number_of_People,Location,Pets,Latitude,Equiplength_or_Driveway
Great Smoky Mountain,4.3,EQUESTRIAN NONELECTRIC,Sites 001-003,-83.76636,"Map
,001",12,6,Anthony Creek house Camp,Pets Allowed,35.601777,24 Back-In
Great Smoky Mountain,4.3,EQUESTRIAN NONELECTRIC,Sites 001-003,-83.76636,"Map
,002",12,6,Anthony Creek house Camp,Pets Allowed,35.601777,24 Back-In
Great Smoky Mountain,4.3,EQUESTRIAN NONELECTRIC,Sites 001-003,-83.76636,"Map
,003",12,6,Anthony Creek house Camp,Pets Allowed,35.601777,24 Back-In
