ParkName,Stars,SiteType,Facility_Area,Longtitude,Site,Reviews,Maximum_Number_of_People,Location,Pets,Latitude,Equiplength_or_Driveway
Joshua Tree,4.8,GROUP TENT ONLY AREA NONELECTRIC,Group Area,-116.119909,"Map
,G01",68,50,Sheep Pass Group,Pets Allowed,33.999682,0
Joshua Tree,4.8,GROUP TENT ONLY AREA NONELECTRIC,Group Area,-116.119909,"Map
,G02",68,50,Sheep Pass Group,Pets Allowed,33.999682,0
Joshua Tree,4.8,GROUP TENT ONLY AREA NONELECTRIC,Group Area,-116.119909,"Map
,G03",68,20,Sheep Pass Group,Pets Allowed,33.999682,0
Joshua Tree,4.8,GROUP TENT ONLY AREA NONELECTRIC,Group Area,-116.119909,"Map
,G04",68,30,Sheep Pass Group,Pets Allowed,33.999682,0
Joshua Tree,4.8,GROUP TENT ONLY AREA NONELECTRIC,Group Area,-116.119909,"Map
,G05",68,30,Sheep Pass Group,Pets Allowed,33.999682,0
Joshua Tree,4.8,GROUP TENT ONLY AREA NONELECTRIC,Group Area,-116.119909,"Map
,G06",68,30,Sheep Pass Group,Pets Allowed,33.999682,0
