ParkName,Stars,SiteType,Facility_Area,Longtitude,Site,Reviews,Maximum_Number_of_People,Location,Pets,Latitude,Equiplength_or_Driveway
Great Smoky Mountain,4.9,GROUP TENT ONLY AREA NONELECTRIC,Group Sites 1-3,-83.074198,"Map
,G001",22,25,Cataloochee Group Campground,Pets Allowed,35.65089,
Great Smoky Mountain,4.9,GROUP TENT ONLY AREA NONELECTRIC,Group Sites 1-3,-83.074198,"Map
,G002",22,25,Cataloochee Group Campground,Pets Allowed,35.65089,
Great Smoky Mountain,4.9,GROUP TENT ONLY AREA NONELECTRIC,Group Sites 1-3,-83.074198,"Map
,G003",22,25,Cataloochee Group Campground,Pets Allowed,35.65089,
